CharacterDevelopment,EpisodeDuration,Budget,Cliffhangers,PlotTwists,EpisodeBinging,HiatusDuration,RottenTomatoesRating,IMDbRating
8.379617992236433,50.547246898346685,717085391.4347875,4.683663676912477,5.101573579360324,5.184737986495036,1.8326533640399791,88.54093917495898,9.146078518951496
6.244250730503724,51.97791419921038,13128157.462797359,3.756525067230646,3.534065894749409,6.333961819201604,5.3594947795058765,75.27093691372993,7.100235812550835
7.991174505636451,51.89634753273346,597073532.1574317,4.256471853535511,3.9198674384721164,6.3459293908906025,3.9745580092338972,78.59034211966247,7.968106976158609
9.382152558688906,49.57043638767206,871021087.5073735,4.752698856566281,5.110201494715085,4.21174062337043,2.207372053051815,100.0,9.861339798802186
9.260931178753081,51.56782894886237,698710018.8346816,4.7501662979018615,3.9655207738267753,5.734664559019425,2.015899552395341,94.05915963643281,9.301336985224951
4.68215366219016,54.612349447654154,624719410.98428,2.1663489938205327,1.802990197072266,7.488931910051972,7.096735993503103,58.2572931825992,5.034083180185384
7.539740475935102,52.05967430797917,432359334.16205585,3.623808443323954,3.8320468768137737,6.489189150418392,4.717987829122998,78.4449079045842,7.925132626288384
6.032541517117088,53.344534823754294,336859321.3898508,2.9027631844173967,3.463009401611116,6.7701654744328925,6.554364557317371,59.57483801096779,6.272964187553453
6.696964499631357,53.220995668683784,370925225.4232351,3.681376609152336,3.3817902777211537,6.8606720765833185,5.6362119077548325,54.64425890295078,6.345171722309663
7.580470326791905,54.01222730599765,375651393.56176317,3.086789288594215,3.704783037137111,6.864188712100623,4.248951596703336,68.36502722168636,7.115897752907559
6.901651633065836,53.505736013061735,530353745.8001729,2.6257864036254053,3.280190835526765,6.617667451783484,5.355572949072743,62.03964310347966,6.716065356741317
8.186498985670902,51.65360137985527,144186750.98595348,4.8466656618961155,4.809596646205915,5.942954431693286,2.920962132255946,87.00274586689511,8.681410260444462
7.963372225447159,52.28236131727666,882000053.1987785,3.5518251512501187,3.7527800960123883,6.0311854634200035,4.394479650060123,78.78199020310818,7.6415565877204905
7.026960858043209,54.28775417384561,626249668.761309,4.5307794683443685,2.932716627526498,6.583808256375556,5.6886994781032545,65.86608318244981,6.682512524739242
7.3031184509243605,53.379459484622714,375061791.60126835,3.194585904222819,2.9628590285028187,6.215865341703801,4.221378179124773,71.57638049039804,7.1657948491181385
6.698701273051855,52.49852815717477,982229951.950411,3.3759188044356305,3.2636349133292972,5.880022627072849,6.102182562382686,71.09991555786769,7.0005114910614
9.095548397419979,51.17043516723741,872655009.0886552,3.5029248969176523,3.787010685472363,6.412606837078411,3.5242002018520946,82.54679374505736,8.741118609736409
6.40367189168963,54.35174466635702,607209373.345786,3.0716185259447775,2.675480477659386,6.388655988081822,5.723630206917476,49.284069583521905,6.192262604351299
5.411173256676789,53.15700713105138,372377069.6350853,3.675947478080279,2.7834295748642823,5.691857147483066,5.514821518685622,54.90279888051801,6.969601552476352
5.541082407752934,54.232007080089666,369724762.1428434,2.9775363859526562,3.1279820193757293,6.950068330585681,6.626316597333106,55.31303215847277,5.218856391047413
1.7136439408181285,58.24926811673511,67640019.6247206,1.7234236609678475,0.9008268773822723,8.11225423008135,8.85943078937301,31.682294068585957,2.670515276248882
7.812208681456232,52.62528641361059,343178449.8162975,3.6638166461737747,3.4739010970000086,6.027797074383617,4.60126727940111,79.75627673835935,7.480427893160541
7.719618099076841,52.318177323356146,246438544.20477992,4.522609420448901,4.176088065293133,5.340630064251494,4.363786857509289,88.06353289019648,7.796654298289258
5.983558309764936,54.51975782337514,608942571.1431501,2.8053750020968327,1.960953674733834,7.423387477645449,6.8149629238352,55.987452479410926,5.386752469390337
9.855551330378447,49.843478330934644,720443322.0759419,5.259835738089215,4.410479380718886,6.437857275369837,2.427401424046632,100.0,9.904631935981412
3.8751443580737965,54.726377261104126,293132385.7611382,2.2240076623058647,3.0992691602697504,7.8677685128415815,7.739692238679162,41.74727503348538,4.318451488101853
6.494960943660748,53.15447162683453,546601351.9194032,3.332360439733769,2.853251743466562,7.172477794232268,5.6395644670649805,67.03999958893033,6.568637775952169
6.749127372428137,54.07451650870253,787292563.5205448,3.038556890711619,3.3649797275165216,6.405869156365835,5.886088052314168,58.683903183351106,6.219224224961249
8.81229213046848,50.57185620698935,642261906.4608632,4.706252332937937,5.374694907292572,5.545616089580788,1.8949311663122312,89.79478520001787,8.799168821537686
8.646870574914239,51.72529604419854,743917651.1946801,4.769845957569664,4.662828786376165,5.745928061984816,3.7045099030372484,85.20326154411129,8.704038154850426
7.104197896299543,53.04948531378378,218861608.0349284,3.753320447198889,3.575735678298808,7.510241453599654,5.152732134243073,76.79579171993028,6.732421138545375
7.172423462718167,52.14702469494188,635414843.1270521,3.621734379954015,4.648519819056892,7.245896941162875,4.865113028526817,82.81375686337356,7.0672437794032605
5.165357675638215,54.293021180761336,274510528.77815914,2.669345895354039,2.1737506966403823,8.191309839774457,5.824023887305147,59.465910497844106,5.168321378554831
4.2118353318657755,56.06564986400863,231519837.69414657,1.6015200219119188,0.8648483473156977,8.674008825446462,8.96299209801051,39.34228599418591,3.5288052976641096
6.7556887920403055,55.13763704335011,271666341.874529,3.262625429867707,2.667916291705071,6.118910667423231,6.041788163965278,57.38351181883877,5.9781317760107715
7.04118656682032,53.31597780499672,367158986.0131418,2.594270621461096,2.9909438026911395,6.546132523640272,5.620469347682372,58.31125598498847,6.73452345365597
8.202456445348995,51.948251512183035,471469476.12141687,3.4174863159180027,4.167584171140706,5.512207117930272,3.5286121810563316,90.06733984166293,8.345436021091581
9.052025269937031,51.03399609108402,230032181.1266571,3.9815499850860236,3.840833345896577,6.0460463644640825,3.1914046997308088,75.68797751687234,8.303569773176617
6.5105695525539256,53.66066598704288,350613531.7964835,3.510496863334632,3.4168480687831035,8.234377972883347,6.45448759655612,56.82506550959897,5.919009773888072
6.405994456901142,53.82290103508152,896600218.3985147,3.4359160876642068,3.3399137279493516,6.963280242759059,6.067024108189746,59.90968216508348,6.046545874136997
4.3191322620264305,54.67560862345003,135492280.61374444,2.34972757653015,1.808058984477302,7.810345522486354,6.651595812691568,48.45509929204121,4.927170552399361
4.440309045885518,55.95483514902448,216508335.9313843,1.9699261924248246,2.59565224417981,7.546060082207891,7.631449572753068,47.38628550451226,4.369973094231537
3.5687586267120444,55.742263030745754,61632000.24976825,1.9358534759956636,1.9154547055469637,9.1218643829779,8.030745652224422,39.754549582617365,3.940594714062481
9.346656967070505,50.5263355759149,709172248.6215073,5.113197552247713,3.48308316471271,5.017886253258549,2.969414296518094,94.9570095740791,9.426163092847684
5.855550192020879,55.10608167613489,529881303.0573841,3.582372653378929,3.215963693785263,6.869526899762818,5.508724538836168,54.493698849024625,5.73552172737252
5.892968251628532,53.98508838341932,474846020.3558085,3.1387154175464267,2.0947667164126282,7.369459168208647,6.371713409793388,59.401775040903125,5.84288854758322
4.383219407010487,55.025614024758255,35380760.56922624,1.5893677805317474,3.037661677423035,7.335645450189368,7.519938104382102,48.675545450579136,4.620806959925111
8.302712408207821,51.73705717368182,961381322.8484232,3.9134615361046556,3.8172336189837166,6.835380511608465,4.4830897199536635,80.9980535405644,7.666235533747865
3.231087595247301,55.65715250755442,844233287.3052269,2.2013647224069435,1.9212564325493058,8.363444277842087,7.435165329284574,40.992001252411455,4.079153228663072
6.545981345243854,53.31575845835979,820553734.0095444,3.161013907859168,3.494380700077147,6.076648200227593,5.236143347688964,57.43184617288187,6.180889579679047
4.228058522412218,55.70936350783215,875342258.061939,2.646282754754791,2.6305948171160507,7.164863302015497,6.935452702406658,53.44523654335383,5.156800158209487
7.271652815150624,53.10635233463627,777248135.7675046,3.329030178878459,4.062273878945984,6.813183971088383,4.916353660901518,70.23226899328249,7.080353746788893
5.290340130504752,54.33746290489339,140298129.8044371,2.3245266538984737,3.1536842019891096,7.5479796343639896,6.0129335635829335,54.95709604759899,5.73379229364669
5.168203602682647,55.43581945856488,971520938.5477078,3.2656807576222624,2.1849189774688242,7.428889120792987,7.173056880847789,56.27372290572919,4.729051723816382
6.500952919495814,53.58679440225623,933784754.4672192,2.5455096976955516,4.050791793940886,6.67005731334497,5.149665353772395,63.32870194298927,6.457726657492017
7.266350995029039,53.14620031857376,696381034.267594,4.360194592111882,2.4148971572781064,6.134757372060588,4.307876783157809,64.69691855474375,7.142497805795626
6.090636170791326,53.03214142680274,292718665.8515479,3.2932940966522706,2.982760400568397,6.3004901971134775,5.719303560635927,64.73183506481762,6.599775833574752
6.62642277911088,53.54189492762657,2109997.2822222896,3.6363881917335448,2.9722960843822848,5.993924186541764,5.159197696050484,69.45013100296006,6.953707846609672
5.652125556184031,54.388895834673306,486375907.6443243,3.19677211132846,2.6123225772793965,6.81436123515834,6.477428577018548,51.19444500859677,5.548516859478554
6.247673214473944,54.00753539239396,595208669.0646988,3.5600422102128686,3.0579163024303924,7.2065364688085785,6.289629689092272,55.467736510419904,5.955888251019292
6.955857449218004,54.43672205447416,993987341.83939,2.387536040083161,2.749454504963788,6.677205200512258,7.6316856816858545,48.8613550062192,5.491309328336073
6.072099419240931,54.51319190117334,133782122.01266703,3.1772755767916494,3.628228984875188,6.991337343982585,6.438585177631644,50.12788135698663,5.960670257689188
5.768299339617782,54.020104460724006,89731277.39529961,2.4791632471012677,2.6970564598092763,8.053532862729401,7.124416280721423,50.07159964755625,5.280280576933319
3.1321091302478545,56.20248576667478,426892119.5652365,1.0932964576395312,2.362902300871438,8.358430906294373,7.969208234804437,37.466634038644216,3.910576096502485
6.101193282713598,53.95328786904276,751205266.0449947,2.7905500509288172,3.0353870344494696,7.207247572358831,5.015012897085244,69.75209382357298,6.7661392133806295
5.7195812083833815,53.702020895163876,340730259.1788375,2.8149605152160637,2.578804013841496,7.044968323868012,5.951589690499155,54.95944675000075,5.897328595687608
3.4559886317316497,55.94696324341592,662697892.4382827,2.617556428758835,2.1450954768639745,8.364124126952788,7.806891507845904,39.922604488589975,4.054702479550933
7.937373010021854,52.85429739554005,889548948.2142968,3.110466178775322,3.5894481857204927,5.522347285361586,5.261982140871841,73.77656984503088,7.194173383288661
4.933943107034972,54.90888327160037,793368829.112247,2.646043611698622,3.138478080739201,6.507857985715601,7.592769409117854,49.23038122881713,5.139052453425137
7.269009037890777,53.224363424340645,102494262.66550161,3.0323783772623454,3.041159047417418,6.467820109508618,5.021526909764867,62.563270631104984,6.577918093694208
8.33702708030912,52.43298567779765,446629251.8158607,4.087719002806636,4.133612861503212,5.57178628820869,5.145162611940048,74.10177240254457,7.593635843266306
6.7148642260779,53.69327542511111,38954661.76945102,3.256911192499199,3.404601651403585,6.167916599906224,4.326382522405153,64.8443483552988,6.693474366136116
8.46000090371877,52.50049172713187,169469686.11200368,3.9124102288575155,4.767204607360906,5.961795642618852,3.6448997926964513,76.53381297945535,8.20910102681495
4.61971153279907,55.20051276423317,770940315.4912921,2.55823405396552,2.300181891944873,7.653765197611772,7.2947872890882826,54.30881988792842,4.647761269469521
7.372730961943592,53.65559089082839,174919038.70514575,3.3977383832991435,3.5892160198285,5.8145968264455,4.701839944309415,73.51840403580096,7.103512461766323
5.714455789479817,53.96736127378603,559255235.2604797,3.0594154853674227,3.2927259709613743,7.517207064460595,6.758140256744281,47.09221926303411,5.47278486358953
5.131979463281162,55.2831262046499,615363507.7105464,1.6028411961168438,1.9241610427107836,7.499976424338452,6.445185242366612,60.34271571502425,5.193804276227177
5.884210493584797,54.793081508129546,157479700.65790164,1.94877342952804,3.0987583814900868,6.97628806805811,6.434962501699891,61.043467847344374,5.631725502853377
6.894519339642572,54.45827864471475,914907340.3891976,3.036619847652266,2.8576489824881586,6.631411646841493,6.386301384052135,64.28984931886956,6.032671201808941
6.940756128200087,54.097290820733235,59443345.58975459,2.6642463380146144,2.960933297533751,7.468340414555109,5.193710003362518,65.21238846095119,6.584248013344618
4.915175045645278,55.634024041006285,919315356.8692726,2.9741252261832902,2.8456740570664265,8.147043598542119,5.885938015557613,45.81526386143136,4.752275238824965
7.913624490952887,52.29057299569698,114685587.77354167,3.785262422772026,3.7504635057686615,6.217225015256481,4.7066728309883095,84.08747045362874,7.85123973043128
6.692157097711394,53.965308361754886,900969113.3587667,3.046517623242087,3.860478539177777,6.270828776013346,4.915383565411241,75.79940009571936,7.19849365959569
3.6819860320464333,57.026979274805186,368523036.023443,1.5981065644091024,2.9487439021571613,8.085269762358596,7.138509036787691,45.54954215182005,4.195634470584165
8.89405655643353,51.62555417296835,790050949.0131309,5.052784483248301,4.962054320421101,5.898572456851336,3.5136946197727212,97.62811093281779,8.7323782906934
8.659138202022296,50.21446781472609,394843397.61275667,4.934358307781089,5.936217834939159,4.616985022177293,1.9766431989532744,87.72479386373416,9.343833764045876
7.885005557257684,52.38205057156057,733423326.5678527,4.727432916506909,3.6426989587768546,5.4275370213786305,3.1894443134956116,79.32121564103808,8.268169356739476
6.870868416463541,53.80805679575785,852538364.6365024,2.684388575488828,2.2392908025994016,7.199743861305823,5.762079243208558,64.42044097858664,6.230112746281474
5.850985916265593,54.39085052447583,525913439.6976381,2.319632093499356,2.6098677424423853,7.513005517409288,7.192843057473572,47.60149543373685,4.893871067734186
7.248699551997846,52.58002670121523,402737427.4831474,3.8008585204962455,4.635544600613646,6.269204926423239,3.448180389334878,80.2166891467216,8.081677590396705
6.708559360691021,54.32394350354315,395238007.4971938,1.999132491175514,3.0873082049327945,6.767923345512287,6.493497547678341,64.51187634317353,5.89523457954023
8.227948460150863,52.03790863502074,57535171.10372592,4.268674965038208,2.909274911300166,5.9190721240129776,3.2858841482438166,84.35996619837431,8.333667605573641
6.804909923599608,52.74160374188576,15800901.36011257,3.419897102245933,3.52929401634622,6.422674539881967,4.4867112267420755,67.25295755323134,6.812412467115291
7.908252739404203,51.80310506266017,743826564.1293781,3.0240148703160985,3.970065767679384,5.539815082717741,3.4192147787992138,76.19991744303601,7.96495855472557
7.574821659274346,52.656619980871,415984083.91895056,3.0218676049450686,3.9478127589433614,6.345235643032687,4.4648713436219705,72.79339836319795,7.034549595761603
6.756021462766333,51.19193171633215,151941675.6637058,3.8691026070638648,3.073667460341329,6.997559705507306,4.929166033745344,78.56260206329921,7.559859752287922
6.7438318367587975,52.669512357514236,871665460.0912812,3.5076414594391925,3.757566975332114,6.759558525810317,5.145271959324409,61.71042035999982,6.515750031081231
8.706370642164748,50.870716609986445,638133953.8373998,4.407617975967197,3.860123178866115,5.097372422489028,2.8559262948611313,87.82435089340905,9.178805740858753
6.9757624037462165,53.41062783857365,475029943.9079173,3.322671725038667,2.7340834695761327,6.879131730039399,5.838312377519759,60.35763984676504,6.69036813905543
7.874382214313578,53.62142889916783,357628008.2606558,4.386578353382713,2.253544279579851,6.538036372849828,4.967076431981979,74.32957136805848,7.1029840451670525
9.32451738237807,51.532356298131894,345401580.0505765,4.611700606748732,5.544183884006173,4.291654689334204,3.392021566368136,99.0434321933835,9.32472604558438
4.665438951271732,55.54645937710261,372048860.4909335,2.7609520401039376,1.0467136281859912,8.274456145766042,7.611179199814335,41.54782565627431,4.478361408286331
4.7990483913902455,56.05542522941986,886667781.5267569,1.8622879742031888,2.7290154686400667,7.5416537012364575,7.46724881553593,41.677326585441584,4.5942725022714
7.554298312401772,51.73322722307164,379225523.28302115,3.395443200528222,3.8890007773670288,6.709009319268392,3.776807248015416,80.80599043191697,7.954095062237017
5.496134567270919,55.65554475153266,20297114.616785593,2.4617410006048703,2.204802995077957,7.662687774766242,6.726946061129636,41.228246973289274,4.74031489232876
10.0,50.876039918778545,145788757.96421146,5.03058233304466,5.364993724237516,5.351327138332068,3.285228305622276,91.8052318497613,9.41543177847394
6.230463214918894,54.896768741669206,346862027.7203477,3.040117743070657,3.197253648314135,7.121252590829304,6.784230336375679,61.98472647156584,5.879571528860379
5.415460498842687,53.566105455051684,167185848.55239025,3.4776170549987446,2.98095252285069,7.219116147355122,7.644340161085308,54.11121560792559,5.378817782838864
9.153466132043436,50.23617218576787,823158480.1445541,5.409624470039615,5.889605453497378,5.591580869639561,2.196320153583507,100.0,9.384413039720577
8.407527075577093,51.634192933383154,998732879.1430149,4.603765222837812,5.025616439011715,6.042293683737177,3.622693339527153,87.19007057184244,8.720772187151637
10.0,50.62308804328707,334828857.84208506,4.700570987607961,6.02765815307929,6.31027635745681,2.9796681571551744,90.88137369912903,9.301338440639855
8.566274508777589,51.47938735859633,485701161.793416,4.035645235474959,3.3625795731816477,5.698460812853469,4.163077167840079,88.36945969341365,7.859066987413078
5.176330728023172,55.25575106469551,48570549.01424067,2.5697794334773487,1.7092059316447377,7.413360041041637,6.7942069088793975,53.765780299810594,5.208161472417946
8.575132164812988,49.68160322899839,195269649.7874533,4.569368282139914,4.722814412530375,4.379973465626621,2.292809609974446,94.6219936288271,9.36509742964855
4.6819890086184355,54.41809250363347,229831445.038231,3.224817646936738,3.175123083692574,6.233798272966916,6.982140496002349,62.46825723535814,6.097994943572929
7.161971263562453,52.38499614794115,388095431.23447317,4.238971636051571,3.976409163904594,5.456717221854133,4.394995063609443,75.8128784683512,7.703684593694593
7.855567753663062,52.90431124616296,826590193.1153349,3.7760597163721243,4.291983224746448,6.033736519829077,4.695388381553949,73.34866510318797,7.920877951660622
6.967829377585249,55.00177070266356,399811061.7497353,2.3717931796248117,3.2609373395814747,6.3888350113698325,4.886595320872118,62.68594221554073,6.267484860363749
